Job Title,Company,Location,Posted Date,Apply Link,Skills Required,Responsibilities,Experience,Salary
2025 University Recruiting - Clinical Safety and Risk Management Intern,Merck,"North Wales, PA, US",2024-09-10T00:00:00.000Z,https://jobs.merck.com/us/en/job/R310841/2025-University-Recruiting-Clinical-Safety-and-Risk-Management-Intern?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Candidates must be currently enrolled in an undergraduate OR graduate degree program in a STEM field, preferably Pharmaceutical Science or Health Professional degrees (Nursing, Medicine, PharmD etc.), Candidates must have completed a minimum of one (1) year of undergraduate study, Candidates must have technical expertise and excellent working knowledge of Microsoft PowerPoint, Word, Excel, share sites and the ability to use these tools to create, Candidates must possess self-motivation and the ability to drive results independently, Candidates must have excellent organizational and problem-solving skills, Candidates must have excellent written and communication skills, No Travel Required","This position will support Clinical Safety and Risk Management by assisting with project-specific tasks, including, but not limited to, project management, document management, documentation review, technical editing, meeting coordination, and facilitation, Gain an understanding of the processes that support risk management and safety signaling, Gain exposure to pharmacovigilance regulations that drive our business, Interact with employees who have broad experience across retail, hospital, and industry, Candidates must be available to work full-time for 10-12 weeks beginning in June 2025",0 months, None - None
Manager - Global Security Operations Center,GardaWorld Security Services US,"Washington, DC, US",2024-09-10T20:59:45.000Z,https://www.indeed.com/viewjob?jk=bbdbed1169117fda&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Bachelor’s degree in Security Management, Intelligence Studies, or a related field, Extensive experience in GSOC operations, intelligence analysis, and emergency management, Strong leadership skills with a proven track record of managing high-performing teams, Excellent analytical and problem-solving abilities, Proficient in the use of security technologies and intelligence tools, Ability to work in a fast-paced, dynamic environment","Oversee daily operations of the GSOC, ensuring efficient monitoring and response to security incidents, Lead a team of security analysts in gathering, analyzing, and disseminating intelligence to support proactive decision-making, Develop and implement emergency management protocols and procedures to enhance crisis response capabilities, Collaborate with cross-functional teams to integrate intelligence into business operations and strategic planning, Maintain cutting-edge technology and systems to support security operations and intelligence analysis, Conduct regular training and exercises to prepare staff for emergency situations, Foster a culture of continuous improvement and innovation within the GSOC team",0 months, 100000 - 115000
Operations Security Lead,NTT DATA  Services,"McLean, VA, US",2024-08-13T00:00:00.000Z,https://careers-inc.nttdata.com/job/McLean-Operations-Security-Lead-VA-22101/1202001500/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Bachelor’s degree in Computer Science, Information Technology, or a related field, 7 years of experience in federal government IT security operations, Significant experience managing security programs following NIST800-53, FedRAMP and FISMA standards, Certified Information Systems Security Professional (CISSP) or Certified Information Security Manager (CISM), Must be able to obtain a Public Trust (A US citizen or Green Card holder)","The Operations Security Lead will ensure the effective implementation and maintenance of security measures to protect the organization's information systems and assets, Lead the day-to-day operations of the IT security team, ensuring effective monitoring and response to security incidents, Experience leading large-scale technical support programs and providing support for proposing, coordinating, implementing, and enforcing information systems security policies, standards, and methodologies, Experience maintaining operational security posture for an information system program to ensure information systems security policies, standards, and procedures are established and followed, Develop and maintain operational security policies, procedures, and guidelines, Oversee the implementation and management of security tools and technologies, Conduct regular security assessments, vulnerability scans, and penetration tests, Coordinate and manage security incident response activities, Monitor and analyze security alerts and logs, ensuring timely resolution of issues, Collaborate with IT teams to ensure security measures are integrated into operational processes, Must have experience in security authorization activities in compliance with Information System Certification and Accreditation Process, Provide guidance and training to IT staff on security best practices, Prepare and present regular reports on security operations to senior management",0 months, None - None
Security Operations Center Analyst with Security Clearance,ClearanceJobs,"Herndon, VA, US",2024-07-28T05:49:42.000Z,https://www.linkedin.com/jobs/view/security-operations-center-analyst-with-security-clearance-at-clearancejobs-4005190677?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"BS/BA (or equivalent) degree in IT Security or related field, and a minimum of 2 years related experience or 2 years post-Secondary/ Associates Degree and a minimum of 4 years related experience, and including:, Minimum of (1) years' experience in the Information Security field, Minimum of (1) years' experience in the network engineering fields (Firewalls, Routers, Switches, VPN), Understanding of various Operating Systems (e.g Windows, Linux, etc.), Understanding of system logs and be familiar with log analysis, Understanding of predominant cyber-attack vectors (Buffer Overflow, Phishing, etc.), Information Security Operations Center analyst experience, Understanding of system vulnerabilities and exploitation, Understanding of vulnerability mitigation, Knowledge of SIEM functions threat hunting, correlation of events, dashboard creation, metrics development, and creating alerts based on threat intelligence and other Indictors of Compromise (IOC)s, Strong written and oral communication skills, be self-motivated and a self-starter, maintain a curiosity and desire to learn, and be able to work well in a team environment, Ability to prioritize vulnerability mitigation efforts based on risk assessments","Applicants must be willing to work rotating shift periods that include evening and weekend rotations, Responsible for Tier 1 security configuration hardening, incident detection/ investigation and reporting to management and customer security contacts, Monitor security events to identify anomalies for possible incidents within the network, Manages Security Information and Event Management (SIEM) infrastructure and applications, including workflow management, threat hunting assignments, threat intelligence ingests, rule/alert creation and operational maintenance, Use developed skills, tools, and external resources to validate security-related events to determine validity, exposure or false positive conditions, Ability to retrieve, correlate and analyze event history, configuration files and system logs to assess the presence of anomalous events, Produce time-critical, technical reports to management outlining incident and potential mitigation, Communicate with SOC and Network Operations Center (NOC) staff about potential incidents, indicators and/or warnings, Troubleshoot and effect restoration of service-impacting issues affecting customer VPN performance, Handle trouble calls from customers and internal network users, Apply baseline security configurations to network equipment to harden or update to meet approved requirement baselines, Ability to provide on-call support on a rotational basis as needed on weeknights and weekends, Ability to work in a fast-paced operational environment to maintain availability and resiliency of network security services to customers",24 months, None - None
Security Operations Center Analyst (SOC) (MNSS-1-083),SecuriGence LLC,"None, VA, US",2024-06-08T02:47:23.000Z,https://clearedcareers.com/job/496819/security-operations-center-analyst-soc-mnss-1-083/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Experience with a variety of security tools such as: FireEye, WireShark, NetWitness, Palo Alto, Cisco ASA, F5, tcpdump, Snort, Splunk, EMET, Bit9/Carbon Black, Stealthwatch, Ironport, McAfee ePO, Nessus, CounterACT, 24/7 NOSC environment and understanding how it works while supporting commercial or government clients, Cyber threat capabilities and technical capabilities to defend networks and systems, Network operating systems, SLOs, and service expertise, Bachelor's degree, Associate's degree with 2+ years relevant experience or 4 years relevant experience may substitute, DoD Top Secret Clearance with SCI eligibility is required, DoD IAT Level II Certification is required","Monitor all identified devices and applications via provided dashboards on program networks, Perform event and incident management in accordance with established processes and procedures, Conduct backup and recovery procedures as needed, Analyze network events within all program networks, Report outages or incidents following guidelines and procedures, Responsible for security event monitoring utilizing SIEM toolsets, Detect, analyze, and respond to incidents, coordinate with other stakeholders for containing, eradicating, and recovering from an incident, Utilize security and operation analytics tools for log collection, analysis, and alerting, Perform additional tasks or duties as directed by the NOSC Lead, Provide Mobile Phone support to include activating and deactivating SIM cards, Other duties as assigned",24 months, None - None
Protective Security Operations Chief (PSOC) - WPS III (Iraq),JANUS ESOP HOLDINGS LLC,"Reston, VA, US",2024-08-13T02:03:00.000Z,"https://www.ziprecruiter.com/c/JANUS-ESOP-HOLDINGS-LLC/Job/Protective-Security-Operations-Chief-(PSOC)-WPS-III-(Iraq)/-in-Reston,VA?jid=148e1b9e63eecf3e&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Applicants must pass the pre-employment Physical Readiness Test (PRT) in order to advance in the application process for the position, Must be a U.S. citizen, A minimum of two (2) years' experience providing protective security services on WPS III and/or any of its predecessor contracts with a minimum of six (6) months of that experience being in the TO area of operations, Must possess a minimum of seven (7) years' experience in protective security assignments, This experience may be gained in the employ of any national, state, provincial, local, or commercial entities providing armed protective services that require skills similar to those identified in the PSS training course as outlined in WPS III IDIQ, Attachment 2, Training, This experience must be earned in locations with significant risk, A minimum of two (2) years of this experience must have been in a protective security supervisory or in-charge capacity, Must attend and successfully complete a supervisory course meeting the requirements established in WPS III IDIQ, Attachment 1, Position Descriptions, Section 1.2.C, Attend and successfully complete the PSS training course, as outlined in WPS III IDIQ, Attachment 2, Training","Coordinate Contractor-provided protective operations, Assist the DS/RSO Watch Officer in the RSO Tactical Operations Center (TOC), Assist in the coordination and supervision of all protective operations, to include the following:, Manage the daily operations of the protection cell within the RSO TOC, Evaluate threatening situations and appropriately call for deployment of additional resources (e.g., Emergency Response Team, Quick Response Force, etc.), Operate communications equipment and monitor and relay radio traffic to effectively controlling the various protection nets, Communicate with entities outside of the protection cell with a variety of voice and text-based communications technology (e.g., local cell phone, regional and global satellite phone, tactical military radio, and UHF/VHF radio, Prepare daily and weekly reports as requested by supervisory chain-of-command, Maintain a watch record, Ensure that PSDs submit required mission paperwork prior to the start of a mission, Monitor PSDs, Assist with mission planning for PSDs, Maintain a database of all protective missions",6 months, None - None
Encryption,Upwork,"None, None, US",2024-09-11T14:04:42.000Z,https://www.upwork.com/freelance-jobs/apply/Encryption_~021833869276721218299/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Not specified,Not specified,Experience not mentioned, None - None
Technical Local Area Network Encryption (TACLANE),"Competitive Range Solutions, LLC","Fort Meade, MD, US",2024-04-05T18:28:28.000Z,"https://www.ziprecruiter.com/c/Competitive-Range-Solutions,-LLC/Job/Technical-Local-Area-Network-Encryption-(TACLANE)/-in-Fort-Meade,MD?jid=8f76768974789573&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","The candidate must reference their ability and experience working in a Department of Defense (DoD) customer environment and effective integration with a government multi-contractor team, Active TS/SCI certification, Experience in network encryption, cryptography, or information security, Knowledge of encryption protocols and algorithms, including AES, RSA, Ipsec, and SSL/TLS, Experience with encryption devices and technologies like VPNs, firewalls, and secure gateways, Solid understanding of LAN architectures, protocols, and standards, including Ethernet, TCP/IP, and VLANs, Proficiency in network security tools and technologies for monitoring, analysis, and incident response, Security + (required), DoD 8570 Compliance (required)","The role of Technical Local Area Network Encryption (TACLANE) involves ensuring the secure, efficient, and effective operation of encrypted network communications in accordance with DoD standards and policies, This position may involve irregular hours or on-call duties to address urgent security issues or perform maintenance tasks outside regular operational hours, Design and deploy encryption solutions to protect data transmitted over LANs with the Technical Control Facility (TCF), ensuring compliance with DoD regulations and guidelines, Conduct risk assessments and security evaluations of LAN environments to identify vulnerabilities and recommend encryption strategies to mitigate risks, Implement and configure encryption devices, software, and protocols to secure network traffic and communications within the TCF LAN infrastructure, Collaborate with network engineers and security personnel to integrate encryption solutions into existing LAN architectures and systems, Monitor and maintain encryption systems to ensure optimal performance, reliability, and availability of encrypted network services, Troubleshoot encryption-related issues and provide technical support to resolve problems encountered during implementation or operation, Perform regular audits and assessments of encryption systems to verify compliance with security policies and standards, Update and patch encryption software and firmware to address security vulnerabilities and maintain system integrity, Participate in security incident response activities, including investigations, forensics, and remediation efforts related to encryption breaches or incidents, Collaborate with the TCF security team to develop and implement encryption policies, procedures, and controls to protect sensitive information and assets, Support compliance efforts by assisting with security audits, assessments, and inspections related to encryption control and practices",0 months, None - None
Data Security Encryption Engineer,300 U.S. Bank National Association,"Cincinnati, OH, US",2024-08-15T22:13:00.000Z,"https://www.ziprecruiter.com/c/300-U.S.-Bank-National-Association/Job/Data-Security-Encryption-Engineer/-in-Cincinnati,OH?jid=e078d63eafd37815&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Sensitive digital certificates that have private keys (pkcs12/.pfx etc.), 6+ years of proven success in a similar engineering and/or security role, Prior experience with AWS and Azure technologies, Comfortable with using JSON, YAML, python for parsing JSON, and SQL queries, Experience presenting materials and evidence with internal/external auditors (e.g. PCI, SOX or regulators), In depth understanding of encryption for data in motion and at rest, and key management in the cloud, Excellent knowledge of basic cloud services and their configurations, Experience implementing and maintaining solutions on cloud computing platforms such as Microsoft Azure, Amazon AWS, and Google Cloud, Experience supporting financial services industry rules and regulations (PCI, SOX, GLBA, BASEL), Confident ability to gain the trust of other teams to facilitate collaboration and creative problem solution, Experience with process automation and/or scripting, Experience with audit related frameworks, such as the NIST Cyber Security Framework and Common Control Framework, In depth understanding of technology risk and how it relates to security controls, Excellent organizational, time management and interpersonal skills, The ability to prioritize work efforts between operational tasks and strategic efforts, A strong customer focus, with the ability to manage expectations appropriately, provide a superior customer/client experience and build long-term relationships, Strong attention to detail and process","The position will perform as a lead subject matter expert (SME) for data protection technologies, including the oversight and improvement of solution health, performance, stability, and ongoing support, Additional responsibilities include creating reports, writing documentation, implementing organizational policies, and ensuring implemented solutions meet the security requirements for supported projects and initiatives, Build and maintain an up-to-date comprehensive central inventory of U.S. Bank cryptography objects and assets such as keys and certificates used to encrypt sensitive data which includes but not limited to:, Symmetric/asymmetric algorithms and protocols (aes, ecc etc.), Key management functions: exchange, agreement, derivation, wrapping etc, Generate up-to-date enterprise reports for cryptography objects and assets when as needed by various stakeholders for audit, governance, and encryption compliance matters, Map cryptography objects and assets with corresponding applications, filesystems and infrastructure systems and help assign ownership based on U.S. Bank CMDB including where and how they are used, Provide requirements to developers on the cryptographic objects and assets that needed to be scanned using APIs, Understanding of PCI 4.0 DSS requirements surrounding, data protection, inventory, configuration, authorization, change management, and tamper protection for payment systems, Experience creating reports and dashboards for metrics/KPIs, Effectively communicate technical information to non-technical audiences and influence others to comply with policies/conform to standards and best practices",0 months, None - None
Set Up Selective Email Encryption for Separate Mailboxes in Exchange,Upwork,"None, None, US",2024-09-11T12:20:13.000Z,https://www.upwork.com/freelance-jobs/apply/Set-Selective-Email-Encryption-for-Separate-Mailboxes-Exchange_~021833842985407720951/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Not specified,Not specified,Experience not mentioned, None - None
Data Security Encryption,U.S. Bank,"Charlotte, NC, US",2024-09-06T09:17:08.000Z,https://www.linkedin.com/jobs/view/data-security-encryption-at-u-s-bank-4002216898?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"2+ years of proven success in a similar engineering and/or security role, Prior experience with AWS and Azure technologies, Comfortable with using JSON, YAML, python for parsing JSON, and SQL queries","The position will perform as a lead subject matter expert (SME) for data protection technologies, including the oversight and improvement of solution health, performance, stability, and ongoing support, Additional responsibilities include creating reports, writing documentation, implementing organizational policies, and ensuring implemented solutions meet the security requirements for supported projects and initiatives, Build and maintain an up-to-date comprehensive central inventory of U.S. Bank cryptography objects and assets such as keys and certificates used to encrypt sensitive data which includes but not limited to:, Symmetric/asymmetric algorithms and protocols (aes, ecc etc.), Key management functions: exchange, agreement, derivation, wrapping etc, Hash functions, initialization vectors, operations, nonces, macs, salts etc, Cryptography libraries (openssl etc.), Generate up-to-date enterprise reports for cryptography objects and assets when as needed by various stakeholders for audit, governance, and encryption compliance matters, Map cryptography objects and assets with corresponding applications, filesystems and infrastructure systems and help assign ownership based on U.S. Bank CMDB including where and how they are used, Provide requirements to developers on the cryptographic objects and assets that needed to be scanned using APIs",0 months, None - None
NordLocker Internship Summer Program | Apply Online,Nordlocker,"San Jose, CA, US",2024-09-12T09:09:00.000Z,https://www.internsgrab.net/nordlocker-internship/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Open to undergraduate and graduate students in the USA, Strong academic background in computer science, cybersecurity, or related fields, Knowledge of encryption technologies and data security concepts, Familiarity with file management and cloud storage systems, Understanding of network security protocols and best practices, Experience with vulnerability assessment and penetration testing, Knowledge of secure file transfer protocols (e.g., SFTP, HTTPS), Familiarity with compliance standards such as GDPR or HIPAA, Strong attention to detail and ability to handle sensitive information securely, Ability to adapt to a fast-paced and rapidly evolving cybersecurity landscape, Demonstrated passion for cybersecurity and commitment to continuous learning, Prior internship or work experience in the cybersecurity or data encryption field, Software Engineering, Digital Forensics, Be prepared to showcase your technical expertise and highlight your ability to work effectively in a team, Effective communication and the ability to articulate complex concepts will also be important during the interview process of the NordLocker Internship fair",Not specified,0 months, 16 - 24
Identity and Access Management Operations - Government and Public Sector - Senior Associate,EY,"Arlington, VA, US",2024-08-27T23:50:26.000Z,https://ey.jobs/arlington-va/identity-and-access-management-operations-government-and-public-sector-senior-associate/B801A7EF6C51483F97544D456A63632C/job/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Understanding of application registration and Key Management using the Entra ID Admin Center, Understanding of Azure Administrator Roles and emergency accounts, Ability to manage multiple directories in the Azure environment  , Strong organizational skills, self-motivated and able to work to tight deadlines , Strong analytical and problem-solving skills , Effective teaming and knowledge sharing skills , Solid understanding of Cloud environment and security best practices  , Strong ability to document processes, and procedures clearly and accurately for distribution to internal teams and customers , Understanding of NIST 800-171 and NIST 800-53, concentrating on Access Management, Self-motivated with an aptitude to learn quickly , Ability to deal with challenging situations, To qualify for the role you must have *, Bachelor’s degree in Computer Science or a related discipline, or equivalent work experience required , Have a general understanding of cloud infrastructure , Excellent interpersonal, communication and presentation skills , Strong English language skills are required – written and verbal , Good judgment, tact, and decision-making ability , Ability to work in a diverse, multi-cultural, environment , Ability to work on call rotation to support business needs, Ability to obtain and maintain Top Secret security clearance, Ideally, you’ll also have *, At least one technical certification in Azure platform , Experience with large scale IT deployments or cloud infrastructure  , 2-4 plus years of hands on experience in Identity and Access ManagementCloud infrastructure  experience, Experience with Sailpoint Identity Security Cloud (Software as a Service), Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs","You’ll have responsibilities within the Identity and Access Management (IAM) team that supports various applications in cloud platform services across the GPS business unit, You’ll support the end-to-end aspects of services, and provide end user-support pertaining to access, Azure Management including application management, Licensing, and Azure PIM, Help maintain the User Identity Lifecycle by provisioning users within one of many Azure tenants, Create and manage groups and applications within Entra ID, Assist in writing and maintaining documentation around new and current processes, Collaborate cross-functionally with other Technology Enclave members to improve processes and security posture, Run certifications on Azure tenants, The role may also require the periodic allocation of additional time on the job to support multiple demands and escalating issues or to accommodate teams or staff in other time zones, Other duties as assigned to meet the needs of the firm",24 months, None - None
"Identity and Access Management Operations - Government and Public Sector - Crystal City, VA",EY,"Washington, DC, US",2024-08-27T00:00:00.000Z,https://careers.ey.com/ey/job/McLean-Identity-and-Access-Management-Operations-Government-and-Public-Sector-Crystal-City%2C-VA-VA-22102/1113514301/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Azure Management including application management, Licensing, and Azure PIM, Understanding of application registration and Key Management using the Entra ID Admin Center, Understanding of Azure Administrator Roles and emergency accounts, Ability to manage multiple directories in the Azure environment  , Strong organizational skills, self-motivated and able to work to tight deadlines , Strong analytical and problem-solving skills , Effective teaming and knowledge sharing skills , Solid understanding of Cloud environment and security best practices  , Strong ability to document processes, and procedures clearly and accurately for distribution to internal teams and customers , Understanding of NIST 800-171 and NIST 800-53, concentrating on Access Management, Self-motivated with an aptitude to learn quickly , Ability to deal with challenging situations, To qualify for the role you must have , Bachelor’s degree in Computer Science or a related discipline, or equivalent work experience required , Have a general understanding of cloud infrastructure , Excellent interpersonal, communication and presentation skills , Strong English language skills are required – written and verbal , Good judgment, tact, and decision-making ability , Ability to work in a diverse, multi-cultural, environment , Ability to work on call rotation to support business needs, Ability to obtain and maintain Top Secret security clearance, At least one technical certification in Azure platform , Experience with large scale IT deployments or cloud infrastructure  , 2-4 plus years of hands on experience in Identity and Access Management Cloud infrastructure experience, Experience with Sailpoint Identity Security Cloud (Software as a Service)","You’ll have responsibilities within the Identity and Access Management (IAM) team that supports various applications in cloud platform services across the GPS business unit, You’ll support the end-to-end aspects of services, and provide end user-support pertaining to access, Help maintain the User Identity Lifecycle by provisioning users within one of many Azure tenants, Create and manage groups and applications within Entra ID, Assist in writing and maintaining documentation around new and current processes, Collaborate cross-functionally with other Technology Enclave members to improve processes and security posture, The role may also require the periodic allocation of additional time on the job to support multiple demands and escalating issues or to accommodate teams or staff in other time zones, Other duties as assigned to meet the needs of the firm",24 months, None - None
Identity and Access Management Administrator,"Cybertec, Inc.","Reston, VA, US",2024-09-08T00:00:00.000Z,https://jooble.org/jdp/-7431036874804706663?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Not specified,"Requisition Name - Identity and Access Management Administrator, The team is heavily involved in the Audit & Regulatory Compliance area, The IAM Administrator II will be responsible for access management for state applications, systems and resources while ensuring compliance, Responsible for going into the back end of the IAM Identity Manager system to perform daily tasks, Support development team with ticket backlog for accounts that need further verification, have incorrect data, and/or need to be transferred to different agencies, It is the responsibility of the IAM Administrator to manage identity and access across state systems by providing the right person, the right access at the right time",Experience not mentioned, None - None
"Firewall/Network Support Needed for James City County, VA","Management Applications, Inc.","Williamsburg, VA, US",2024-09-10T06:03:00.000Z,"https://www.ziprecruiter.com/c/Management-Applications,-Inc./Job/Firewall-Network-Support-Needed-for-James-City-County,-VA/-in-Williamsburg,VA?jid=191ef7b9210d49a0&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Certifications: CCNA, CCNP, CompTIA Network/Security+, Additional networking and security certifications, MAI will consider 2-year degrees with exceptional experience","Configure the firewalls to provide the minimal access required into the County's network as specified by County personnel as well as make recommendations for best practices, Configure and establish VPNs with external connections as needed and working with external third party personnel, Be available during normal business hours to make rule changes at the request of County personnel, Remotely monitor firewall logs for the purpose of reacting to cyber attacks so as to prevent or block such attacks and notify James City County personnel of any attacks as soon as possible, Monitoring of alarms shall be for 24 hours a day, seven days a week. C. Maintain the firewall OS up to date by installing patches or new releases after normal business hours",24 months, None - None
Firewall Administrator or Principal Firewall Administrator,Northrop Grumman,"Linthicum Heights, MD, US",2024-03-29T00:00:00.000Z,https://www.jobtrees.com/postid/37e61f60813f9a863de78f9dc2c8e77f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"This position emphasizes skills and requires a minimum of 7 years of experience, Will consider a Bachelor's degree in appropriate discipline with minimum 3 years of relevant professional experience (Contracts, Legal, or Business) or a Master's degree and 1 year of relevant experience, Strong problem solving and analytical skills; ability to make recommendations and provide guidance to effectively bring projects to completion, The use of good judgment, discretion, and uncompromising standards of high quality, integrity, and performance are essential, U.S. citizenship, Ability to travel up to 10% of the time","Collaborate across the enterprise with Contracts and the Law Department to help determine whether firewalls are needed for certain opportunities/programs and develop/implement the firewall requirements, plans and training, Establish and maintain the firewall database to include coordination with the Contracts and Law Department to help ensure compliance with firewall requirements, Demonstrate exceptional analytical skills, be a detail-oriented, strategic thinker, who can confidently interact with and influence all levels of the organization and multiple internal stakeholders, Assist with the execution of the company's FTC Order compliance program, generating reports as required or needed and participating in meetings and briefings, implementing Firewall training activities, and collaborating with the Compliance team, Possess a strong proficiency with Microsoft Office (PowerPoint, Excel, Word) and utilize other systems, databases and tools such as Salesforce, Contract Management System (CMS), NG Firewall Database, SharePoint, Become an LX Administrator to assist with the implementation of LX capabilities",0 months, None - None
Cybersecurity Compliance Manager,Johns Hopkins Applied Physics Laboratory,"Laurel, MD, US",2024-06-10T14:39:00.000Z,https://careers.jhuapl.edu/cyber/jobs/55188?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Have acquired a BS in Computer Science, Cyber Security, or a related field, with 2+ years of relevant cybersecurity experience, or 4+ years of relevant cybersecurity experience, Hold a current Security+, CASP+, CISSP, CISSP Associate, CAP, or GSLC or other cybersecurity certification, Have 2+ years working with the RMF, DAAPM, NISPOM, JSIG or other equivalent security frameworks, Hold a current Secret security clearance with the ability to acquire a Top Secret security clearance, Eligibility requirements include U.S. citizenship, Have worked as an Auditor, ISSO, ISSM, ISSE, Security Architect or Cyber Risk Manager, Held cybersecurity positions in classified DoD or IC environment for 4+ years, Currently have active TS/SCI, or TS/SCI+poly security clearance","As a Cybersecurity Compliance Manager.., Your main responsibility will be to ensure classified systems follow government and APL regulations while still meeting program demands and operating in an accredited state, You will participate in all aspects of SSP development, maintenance, accreditation/re-accreditation, and oversight, including conducting periodic reviews to ensure compliance, You will support the Chief Information Security Officer (CISO), the Chief of Classified IT Compliance and the Principal Organizational Information System Security Manager (ISSM) in carrying out the Laboratory 's Classified Information Security Program",24 months, 0 - 0
Cybersecurity Compliance Analyst,Zenith Services,"Washington, DC, US",2024-06-06T22:12:33.000Z,https://www.indeed.com/viewjob?jk=78b2a25c5c2470ce&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"The ideal candidate will possess a robust understanding of cybersecurity frameworks and controls, with a specific focus on NIST standards and data privacy requirements, Proven experience with the NIST cybersecurity framework, Expertise in conducting cybersecurity control assessments, Solid understanding of data privacy requirements and assessment methodologies, Excellent organizational skills and attention to detail, Ability to work effectively both independently and within a team in a dynamic environment, Candidate must be authorized to work without sponsorship : No","Conduct thorough cybersecurity control assessments in accordance with the NIST framework, Evaluate and ensure compliance with data privacy requirements through comprehensive assessments, Collaborate with cross-functional teams to implement and maintain cybersecurity standards and protocols, Develop and maintain documentation for cybersecurity compliance activities, Assist in the preparation and management of Cyber Authority to Operate (ATO) packages",0 months, 68 - 68
Senior Cybersecurity Risk and Compliance Analyst,RTX,"Sterling, VA, US",2024-09-09T00:00:00.000Z,https://careers.rtx.com/de/de/job/01715590/Senior-Cybersecurity-Risk-and-Compliance-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Bachelor's degree in Cybersecurity, Information Technology, or a related field, Minimum of [8 years] of experience in cybersecurity risk and compliance, with a strong focus on DFARs, NIST 800-171, and CMMC, In-depth understanding of cybersecurity frameworks, standards, and best practices, Strong analytical and problem-solving skills, with the ability to assess and mitigate cybersecurity risks effectively, Excellent communication skills to convey complex cybersecurity concepts to both technical and non-technical stakeholders, Experience with GRC and Information security tools/technologies to collect and maintain security and risk information, Experience with cybersecurity tools and technologies for monitoring and compliance tracking, Ability to work independently, prioritize tasks, and meet deadlines in a dynamic and fast-paced environment","As a Cybersecurity Risk and Compliance Analyst at Nightwing, you will be responsible for assessing and managing cybersecurity risks, ensuring compliance with DFARs (Defense Federal Acquisition Regulation Supplement), NIST 800-171 (National Institute of Standards and Technology), and CMMC (Cybersecurity Maturity Model Certification) requirements, You will collaborate closely with cross-functional teams to enhance the organization's cybersecurity posture and meet regulatory obligations, Support internal audit processes for control validation Includes compliance with DFARs cybersecurity requirements including 800-171, Guide the organization through the process of achieving and maintaining CMMC certification, including conducting readiness assessments and facilitating audits, Conduct comprehensive cybersecurity risk assessments, identify vulnerabilities, and recommend mitigation strategies on corporate networks/systems and Program Unique Environments (PUEs), Collaborate with ISSOs to achieve Authorization and Accreditation of US government systems on programs as required, Develop and maintain cybersecurity policies, procedures, and documentation to ensure alignment with regulatory standards, Promote a culture of cybersecurity awareness and best practices among employees through training and communication, Implement continuous monitoring programs to track compliance and security status, and report findings to management, Collaborate with Legal and Supply Chain functions to create a framework to evaluate and assess third-party vendors for cybersecurity compliance and risk management, Prepare and present compliance reports and findings to senior management and external auditors, Review outputs from POAMs to assess completeness and make recommendations for any further work needed or POAM closure",0 months, None - None
Cloud Security - Information Security Engineer- Remote,"The Dignify Solutions, LLC","Washington, DC, US",2024-05-14T09:52:31.000Z,https://www.linkedin.com/jobs/view/cloud-security-information-security-engineer-remote-at-the-dignify-solutions-llc-3921636236?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Security Engineering and tooling experience (e.g.: previous ISSE etc. experience), if they have linux experience, then they should be able to script in shell scripting/bash or python, (Managed) Kubernetes (AKS, EKS, GKE) and deployments, etc, Splunk (or equivalent SIEM experience), Firewall, networking, netflow, etc","some automation / CI/CD (eg: Github Actions, Gitlab, CircleCI, Jenkins, etc.)",0 months, 85 - 85
